time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-07-29 00:00:00+00:00,2,2,5.0,1.0
2022-07-30 00:00:00+00:00,3,3,,
2022-07-31 00:00:00+00:00,37,7,1.0,1.0
2022-08-01 00:00:00+00:00,34,6,,
2022-08-02 00:00:00+00:00,25,6,,
2022-08-03 00:00:00+00:00,46,8,1.0,1.0
2022-08-04 00:00:00+00:00,42,7,,
2022-08-05 00:00:00+00:00,3,3,2.0,2.0
2022-08-06 00:00:00+00:00,6,6,,
2022-08-07 00:00:00+00:00,18,5,,
2022-08-08 00:00:00+00:00,21,6,2.0,2.0
2022-08-09 00:00:00+00:00,15,7,8.0,1.0
2022-08-10 00:00:00+00:00,29,5,,
2022-08-11 00:00:00+00:00,30,5,,
