time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-05-18 00:00:00+00:00,21,1,3.0,2.0
2022-05-19 00:00:00+00:00,98,12,114.0,5.0
2022-05-20 00:00:00+00:00,32,13,53.0,3.0
2022-05-21 00:00:00+00:00,8,8,19.0,2.0
2022-05-22 00:00:00+00:00,25,5,7.0,1.0
2022-05-23 00:00:00+00:00,34,8,57.0,1.0
2022-05-24 00:00:00+00:00,31,8,54.0,10.0
2022-05-25 00:00:00+00:00,14,5,8.0,4.0
2022-05-26 00:00:00+00:00,13,6,,
2022-05-27 00:00:00+00:00,9,7,3.0,1.0
2022-05-28 00:00:00+00:00,8,5,,
2022-05-29 00:00:00+00:00,21,5,1.0,1.0
2022-05-30 00:00:00+00:00,18,4,,
2022-05-31 00:00:00+00:00,25,3,2.0,2.0
