time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-04-28 00:00:00+00:00,2,2,4.0,1.0
2023-04-29 00:00:00+00:00,4,3,4.0,1.0
2023-04-30 00:00:00+00:00,1,1,1.0,1.0
2023-05-01 00:00:00+00:00,3,3,1.0,1.0
2023-05-02 00:00:00+00:00,2,2,4.0,3.0
2023-05-03 00:00:00+00:00,1,1,17.0,2.0
2023-05-04 00:00:00+00:00,1,1,2.0,2.0
2023-05-05 00:00:00+00:00,1,1,1.0,1.0
2023-05-06 00:00:00+00:00,1,1,,
2023-05-07 00:00:00+00:00,3,3,,
2023-05-08 00:00:00+00:00,4,4,4.0,1.0
2023-05-09 00:00:00+00:00,1,1,5.0,2.0
2023-05-10 00:00:00+00:00,1,1,9.0,3.0
2023-05-11 00:00:00+00:00,2,2,4.0,1.0
