time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-13 00:00:00+00:00,7,4,2.0,1.0
2023-09-14 00:00:00+00:00,78,3,,
2023-09-15 00:00:00+00:00,35,2,7.0,1.0
2023-09-16 00:00:00+00:00,5,3,1.0,1.0
2023-09-17 00:00:00+00:00,4,2,1.0,1.0
2023-09-18 00:00:00+00:00,2,2,,
2023-09-19 00:00:00+00:00,1,1,,
2023-09-20 00:00:00+00:00,2,2,7.0,1.0
2023-09-21 00:00:00+00:00,1,1,9.0,3.0
2023-09-22 00:00:00+00:00,1,1,1.0,1.0
2023-09-23 00:00:00+00:00,2,2,,
2023-09-24 00:00:00+00:00,1,1,4.0,1.0
2023-09-25 00:00:00+00:00,2,2,24.0,1.0
2023-09-26 00:00:00+00:00,2,2,1.0,1.0
