time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-30 00:00:00+00:00,2,2,2.0,2.0
2023-10-01 00:00:00+00:00,1,1,,
2023-10-02 00:00:00+00:00,3,3,,
2023-10-03 00:00:00+00:00,2,2,35.0,4.0
2023-10-04 00:00:00+00:00,2,2,1.0,1.0
2023-10-05 00:00:00+00:00,1,1,,
2023-10-06 00:00:00+00:00,1,1,1.0,1.0
2023-10-07 00:00:00+00:00,1,1,,
2023-10-08 00:00:00+00:00,1,1,1.0,1.0
2023-10-09 00:00:00+00:00,2,2,16.0,4.0
2023-10-10 00:00:00+00:00,5,4,2.0,1.0
2023-10-11 00:00:00+00:00,32,12,28.0,5.0
2023-10-12 00:00:00+00:00,12,6,3.0,3.0
2023-10-13 00:00:00+00:00,2,2,1.0,1.0
