time_iso8601,stargazers_cumulative_snapshot
2023-09-30 23:07:48+00:00,75
2023-10-10 23:08:20+00:00,76
2023-11-02 23:08:39+00:00,77
2023-11-14 23:09:01+00:00,78
2023-12-14 23:09:19+00:00,79
2023-12-18 23:08:48+00:00,80
2024-02-21 23:09:32+00:00,79
2024-05-10 23:09:25+00:00,80
2024-05-15 23:10:05+00:00,79
2024-05-17 23:10:39+00:00,80
2024-06-10 23:09:50+00:00,81
2024-07-04 23:10:07+00:00,82
2024-08-07 23:09:58+00:00,83
